exhid,name,address_line1,address_line2,city_state_zip,country,full_address,website,phone,booth,booth_code,about,product_categories,facebook,linkedin,instagram,twitter,youtube,profile_url,scraped_at
10549,"Beijing Yingda Technology Development Co., Ltd",,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10549,
10475,Bellus Toys & Creative Concepts,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10475,
4888,Berliner Seilfabrik – Play equipment for life,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4888,
105,BERTAZZON,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=105,
7295,"Beslepark Amusement Co., Ltd",,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7295,
5328,BIGAIRBAG,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5328,
10484,"Binzhou Colorful Nets Amusement Equipment Co., Ltd.",,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10484,
8731,BITRONIC,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8731,
8016,Biz Karts,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8016,
7271,Black Light Unity: Blacklight Print & Design,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7271,
10657,Blacklight Attractions,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10657,
4078,BMI Leisure,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4078,
8,"BOB'S SPACE RACERS, INC.",,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8,
8030,BoldMove Nation,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8030,
156,Bolliger & Mabillard Inc.,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=156,
8429,Booked it,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8429,
10696,bookingkit GmbH,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10696,
7167,Bowling Europe,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7167,
8051,Bravo Amusement,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8051,
1296,"Brogent Technologies, Inc.",,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1296,
256,BRUNSWICK BOWLING PRODUCTS,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=256,
10707,Bubble Inc. Ltd,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10707,
8052,BURSAPARK INDOOR PLAYGROUNDS,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8052,
7062,BUSSINK OBSERVATION WHEELS,,,,,,,,,,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7062,
1247,Buzzpark,"Kazim Karabekir Mah., Bekir Saydam Cad.,No:104, A11 Blok, No: 5,Pancar-Ayrancilar",TORBALI,IZMIRIZMIR   35865,Turkey,"Kazim Karabekir Mah., Bekir Saydam Cad.,No:104, A11 Blok, No: 5,Pancar-Ayrancilar, TORBALI, IZMIRIZMIR   35865, Turkey",http://WWW.BUZZPARKTURKEY.COM,,South Exhibit Halls S3-S23 — S217,S217,,Participatory Play Equipment > Children's Play Elements,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1247,2026-04-28T15:26:41
10317,"Cangzhou Warrior Outward Bound appliance Co., Ltd.","Yaozhuang village, Machang town, Qing County",CangzhouHebei,China Mainland,China Mainland,"Yaozhuang village, Machang town, Qing County, CangzhouHebei, China Mainland",,,South Exhibit Halls S3-S23 — S3333,S3333,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10317,2026-04-28T15:26:41
10701,Carrousel des Desserts,6 Rue du Bois Carré,MontévrainN/A 77144,France,France,"6 Rue du Bois Carré, MontévrainN/A 77144, France",http://carrouseldesdesserts.com,,South Exhibit Halls S3-S23 — S3340,S3340,,Food & Beverages > Foodservice Supplies | Food & Beverages > Ice Cream/Candy/Sweets | Food & Beverages > Popcorn/Pretzels/Snack Food,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10701,2026-04-28T15:26:41
8651,CBK Technik Group,Dylewo 1A,Rypin87-500,Poland,Poland,"Dylewo 1A, Rypin87-500, Poland",,,South Exhibit Halls S3-S23 — S245,S245,,Construction > Amusement Facilities,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8651,2026-04-28T15:26:41
10591,CDX Technology,CDX TECHNOLOGY EUROPE B.V.,Silvoldseweg 89,Terborg7061 DM,Netherlands,"CDX TECHNOLOGY EUROPE B.V., Silvoldseweg 89, Terborg7061 DM, Netherlands",http://www.cdx-technology.com,,South Exhibit Halls S3-S23 — S1738,S1738,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10591,2026-04-28T15:26:41
2901,CHAIRKIT Fördertechnik GmbH,Sportplatzweg 5a,Langkampfen6336,Austria,Austria,"Sportplatzweg 5a, Langkampfen6336, Austria",http://chairkit.com,,South Exhibit Halls S3-S23 — S2917,S2917,,"Rides (Dry) > Dark | Water Related Equipment & Supplies > Dry Rides (Rafts, Flumes) | Water Related Equipment & Supplies > Wet Rides (Slides, Tubes)",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2901,2026-04-28T15:26:41
9,"Chance Rides, LLC",4200 W. WALKER,WichitaKansas 67209,United States,United States,"4200 W. WALKER, WichitaKansas 67209, United States",http://CHANCERIDES.COM,,South Exhibit Halls S3-S23 — S4002,S4002,,"Rides (Dry) > Carousels | Rides (Dry) > Major | Rides (Dry) > Roller Coasters | Rides (Dry) > Service, Repair & Parts",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=9,2026-04-28T15:26:41
540,Cheer Amusement,Nanjing211113,China,,China,"Nanjing211113, China",,,South Exhibit Halls S3-S23 — S703,S703,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=540,2026-04-28T15:26:41
10551,Chfuntek Limited Company,"507, A1 Building, Minjie Xiangman Gongguan, Yingxin Dong Rd 209, Donghuan Street, Panyu",GuangzhouGuangdong 511450,Germany,Germany,"507, A1 Building, Minjie Xiangman Gongguan, Yingxin Dong Rd 209, Donghuan Street, Panyu, GuangzhouGuangdong 511450, Germany",,,South Exhibit Halls S3-S23 — S1344,S1344,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10551,2026-04-28T15:26:41
10645,Chuliang Technology (HK) Limited,"Room 11, Smart-Space 3F, Level 9, Core F, Cyberport 3, 100 Cyberport Road",Hong KongN/A N/A,China,China,"Room 11, Smart-Space 3F, Level 9, Core F, Cyberport 3, 100 Cyberport Road, Hong KongN/A N/A, China",,,South Exhibit Halls S3-S23 — S3640,S3640,,Displays & Sets > Amusement Buildings/Fronts | Games & Devices > Arcade & Video | Hi-Tech Equipment & Services > Simulation | Hi-Tech Equipment & Services > Virtual Reality,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10645,2026-04-28T15:26:41
7781,"Cici's Inflatables Co.,LTD","Qingquan Road 3th, Baisha Village, Zhongluotan Town, Baiyun District",GuangzhouGuangdong  510000,China Mainland,China Mainland,"Qingquan Road 3th, Baisha Village, Zhongluotan Town, Baiyun District, GuangzhouGuangdong  510000, China Mainland",,,South Exhibit Halls S3-S23 — S1945,S1945,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7781,2026-04-28T15:26:41
8591,CIMOLAI TECHNOLOGY,Via dell’Industria e dell’Artigianato 17,Carmignano di Brenta(PD)  35010,Italy,Italy,"Via dell’Industria e dell’Artigianato 17, Carmignano di Brenta(PD)  35010, Italy",http://www.cimolaitechnology.com,,South Exhibit Halls S3-S23 — S4427,S4427,,Construction > Amusement Facilities | Facility & Grounds > Bridges | Facility & Grounds > Maintenance/Electrical Equipment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8591,2026-04-28T15:26:41
0010B00001xjm7cQAA,Citizen Systems Europe GmbH,Otto-Hirsch-Bruecken 17,Stuttgart70329,Germany,Germany,"Otto-Hirsch-Bruecken 17, Stuttgart70329, Germany",http://www.citizen-systems.com,,South Exhibit Halls S3-S23 — S1701,S1701,,Computer Systems/Software > Point of Sale | Photographic > Equipment & Supplies | Photographic > Photo Booths | Printing > Tickets,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=0010B00001xjm7cQAA,2026-04-28T15:26:41
2265,City Golf Europe,Maskingatan 3,Örnsköldsvik89150,Sweden,Sweden,"Maskingatan 3, Örnsköldsvik89150, Sweden",http://www.citygolf.com,,South Exhibit Halls S3-S23 — S1012 | South Exhibit Halls S3-S23 — S812,S1012 | S812,,Construction > Amusement Facilities | Construction > Family Entertainment | Construction > Miniature Golf Courses | Participatory Play Equipment > Miniature Golf,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2265,2026-04-28T15:26:41
8738,Clear Digital,1100 Thousand Oaks Blvd,GreenvilleSC  29607,United States,United States,"1100 Thousand Oaks Blvd, GreenvilleSC  29607, United States",https://www.getcleardigital.com,,South Exhibit Halls S3-S23 — S4536,S4536,"Clear Digital: Where Dynamic Displays and Vibrant Solutions Redefine Your Business. Elevate your brand with vivid excellence that empowers your business and engages viewers in an immersive, dynamic experience. With our cutting-edge interactive solutions, content clarity is maximized, and excitement is ignited, creating an out-of-this-world experience where curiosity thrives, and messaging is truly illuminated. Allow Clear Digital to redefine your brand, amplify your messaging, and impact!",Displays & Sets > Signs | Theatrical Equipment & Supplies > Audio/Visual | Themed Retail Stores > Retail Displays & Fixtures,https://www.facebook.com/getcleardigital,https://www.linkedin.com/company/getcleardigital/,https://www.instagram.com/getcleardigital/,https://twitter.com/getcleardigital,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8738,2026-04-28T15:26:41
2966,Clip 'n Climb,"EP Climbing, Eden Works, Colne Road",KelbrookLancashire BB18 6SH,United Kingdom,United Kingdom,"EP Climbing, Eden Works, Colne Road, KelbrookLancashire BB18 6SH, United Kingdom",http://www.clipnclimb.com,,South Exhibit Halls S3-S23 — S1202,S1202,,Construction > Amusement Facilities | Construction > Family Entertainment | Participatory Play Equipment > Climbing Walls,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2966,2026-04-28T15:26:41
10467,CLS LED BV,Bijsterhuizen 2523,Wijchen6604 LM,Netherlands,Netherlands,"Bijsterhuizen 2523, Wijchen6604 LM, Netherlands",http://www.cls-led.com,,South Exhibit Halls S3-S23 — S4506,S4506,,Theatrical Equipment & Supplies > Lighting,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10467,2026-04-28T15:26:41
5694,Co-creation Dinosaur,"Team 12, Wujia Village, Dashanpu Town, Da'an District",ZigongSichuan  643000,China Mainland,China Mainland,"Team 12, Wujia Village, Dashanpu Town, Da'an District, ZigongSichuan  643000, China Mainland",,,South Exhibit Halls S3-S23 — S4728,S4728,,"Construction > Amusement Facilities | Gifts, Novelties, Souvenirs > Miscellaneous | Hi-Tech Equipment & Services > Animatronics | Hi-Tech Equipment & Services > Simulation",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5694,2026-04-28T15:26:41
439,Cogan SRL,"Via A. Boito, 150",Soliera(MO)  41019,Italy,Italy,"Via A. Boito, 150, Soliera(MO)  41019, Italy",,,South Exhibit Halls S3-S23 — S2214,S2214,,Coin-Operated Machines (Non-Game) > Coin-Operated Machines (Non-Game),,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=439,2026-04-28T15:26:41
10633,COGS Show Control,5-7 Buck Street,LondonNW18NJ,United Kingdom,United Kingdom,"5-7 Buck Street, LondonNW18NJ, United Kingdom",https://cogs.show/,,South Exhibit Halls S3-S23 — S4040,S4040,,Computer Systems/Software > Software | Theatrical Equipment & Supplies > Miscellaneous,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10633,2026-04-28T15:26:41
10481,Colordrops Creations,"Bd. Muncii, 12",Cluj NapocaCluj 400641,Romania,Romania,"Bd. Muncii, 12, Cluj NapocaCluj 400641, Romania",https://colordrops.ro/,,South Exhibit Halls S3-S23 — S4830,S4830,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10481,2026-04-28T15:26:41
10559,Combat Laser Games Ltd,"Unit 3, The Enterprise Centre",Revenue Road,ChathamKent ME5 8UD,United Kingdom,"Unit 3, The Enterprise Centre, Revenue Road, ChathamKent ME5 8UD, United Kingdom",https://laser-tagequipment.com/,,South Exhibit Halls S3-S23 — S3847,S3847,,Participatory Play Equipment > Laser Tag,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10559,2026-04-28T15:26:41
5698,CommandCentr,"Signal House, Jacklyns Lane",AlresfordHampshire  SO24 9JJ,United Kingdom,United Kingdom,"Signal House, Jacklyns Lane, AlresfordHampshire  SO24 9JJ, United Kingdom",http://commandcentr.com,,South Exhibit Halls S3-S23 — S5027,S5027,,Computer Systems/Software > Software | Computer Systems/Software > Web-Based Services,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5698,2026-04-28T15:26:41
10690,Comply Amusement Safety Ltd,"P.O. Box 949, 9 Malvern Road",WorcesterWR2 4HG Worcestershire,United Kingdom,United Kingdom,"P.O. Box 949, 9 Malvern Road, WorcesterWR2 4HG Worcestershire, United Kingdom",,,South Exhibit Halls S3-S23 — S1433,S1433,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10690,2026-04-28T15:26:41
1739,Concept 1900,Place Paul Doumer,Saint Gobain02410,France,France,"Place Paul Doumer, Saint Gobain02410, France",http://www.concept1900.com,,South Exhibit Halls S3-S23 — S2623,S2623,,Construction > Amusement Facilities | Construction > Family Entertainment | Displays & Sets > Still Figures | Rides (Dry) > Carousels,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1739,2026-04-28T15:26:41
10557,Concept Factory BV,Lichterstraat 79,PuursAntwerp 2870,Belgium,Belgium,"Lichterstraat 79, PuursAntwerp 2870, Belgium",,,South Exhibit Halls S3-S23 — S3937,S3937,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10557,2026-04-28T15:26:41
8479,CONDUCTR,"Unit F1, Longford Trading Estate",Thomas Street,ManchesterM32 0JT,United Kingdom,"Unit F1, Longford Trading Estate, Thomas Street, ManchesterM32 0JT, United Kingdom",http://www.conductr.com,,South Exhibit Halls S3-S23 — S3627,S3627,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8479,2026-04-28T15:26:41
5774,Convious,Herengracht 440 A,Amsterdam1017 BZ,Netherlands,Netherlands,"Herengracht 440 A, Amsterdam1017 BZ, Netherlands",http://www.convious.com,,South Exhibit Halls S3-S23 — S4449,S4449,,Computer Systems/Software > Point of Sale | Computer Systems/Software > Software | Computer Systems/Software > Web-Based Services | Printing > Tickets,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5774,2026-04-28T15:26:41
4765,Cool Things - IGT s.p.a.,Via Roverella 1,SerravalleSan Marino 47899,San Marino,San Marino,"Via Roverella 1, SerravalleSan Marino 47899, San Marino",http://www.coolthings.sm,,South Exhibit Halls S3-S23 — S700,S700,,"Gifts, Novelties, Souvenirs > Plush",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4765,2026-04-28T15:26:41
5636,Cosmic Leisure Ltd & LX-Game,"YouPu Mansion Building 9 No.5 , XingGang South Road, Gangkou Town",ZhongshanGuangdong  528447,China Mainland,China Mainland,"YouPu Mansion Building 9 No.5 , XingGang South Road, Gangkou Town, ZhongshanGuangdong  528447, China Mainland",,,South Exhibit Halls S3-S23 — S1244,S1244,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5636,2026-04-28T15:26:41
2586,Crazy Jump Italy,"Via Divizia, 17 bis - Andora - Italy",Crazy Jump,AndoraSV  17051,Italy,"Via Divizia, 17 bis - Andora - Italy, Crazy Jump, AndoraSV  17051, Italy",http://www.crazyjump.it,,South Exhibit Halls S3-S23 — S800,S800,,Construction > Amusement Facilities | Construction > Family Entertainment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2586,2026-04-28T15:26:41
10680,"Crenexus Culture & Tech (Shenzhen) Co., Ltd.",ShenzhenGuangdong 518100,China,,China,"ShenzhenGuangdong 518100, China",,,South Exhibit Halls S3-S23 — S4143,S4143,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10680,2026-04-28T15:26:41
5905,Crystal,26 rue Henri Becquerel ZI les Mardelles,Aulnay-sous-bois93600,France,France,"26 rue Henri Becquerel ZI les Mardelles, Aulnay-sous-bois93600, France",http://www.crystal.fr,,South Exhibit Halls S3-S23 — S4327,S4327,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5905,2026-04-28T15:26:41
7284,CSE Entertainment,Urho Kekkosen katu 2,Kajaani87100,Finland,Finland,"Urho Kekkosen katu 2, Kajaani87100, Finland",http://www.cse.is,,South Exhibit Halls S3-S23 — S1302,S1302,,Games & Devices > Arcade & Video | Hi-Tech Equipment & Services > Virtual Reality,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7284,2026-04-28T15:26:41
8341,Cube escape game,Seljeholtet 39B,HaslumBaerum  01344,Norway,Norway,"Seljeholtet 39B, HaslumBaerum  01344, Norway",http://Www.parkamusement.no,,South Exhibit Halls S3-S23 — S3645,S3645,,Games & Devices > Midway & Skill,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8341,2026-04-28T15:26:41
4848,Cuddles & friends,Fabrisvej 25,Videbaek06920,Denmark,Denmark,"Fabrisvej 25, Videbaek06920, Denmark",http://www.cuddlesandfriends.com,,South Exhibit Halls S3-S23 — S1032,S1032,,"Gifts, Novelties, Souvenirs > Plush",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4848,2026-04-28T15:26:41
10152,Curator Live Photo & Video Solutions,22 Swinton Gardens Drive,Delray BeachFL  33444,United States,United States,"22 Swinton Gardens Drive, Delray BeachFL  33444, United States",,,South Exhibit Halls S3-S23 — S3517,S3517,,Photographic > Equipment & Supplies | Photographic > Photo Booths | Photographic > Ride Photography,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10152,2026-04-28T15:26:41
10058,Dartsee Ltd.,Vasut 15/D,SolymarPest  2083,Hungary,Hungary,"Vasut 15/D, SolymarPest  2083, Hungary",,,South Exhibit Halls S3-S23 — S3337,S3337,,Computer Systems/Software > Software | Games & Devices > Arcade & Video,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10058,2026-04-28T15:26:42
10629,Dead Walk Designs LTD,18b Cambridge Road,WeymouthDorset DT4 9TJ,United Kingdom,United Kingdom,"18b Cambridge Road, WeymouthDorset DT4 9TJ, United Kingdom",http://www.deadwalkdesigns.com,,South Exhibit Halls S3-S23 — S4809,S4809,,Construction > Amusement Facilities | Construction > Family Entertainment | Displays & Sets > Amusement Buildings/Fronts | Displays & Sets > Scenery & Sets,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10629,2026-04-28T15:26:41
10597,DEAL EXPO 2027,"Office 8, Sheikh Rashid Building, Sheikh Zayed Road",DubaiP.O. Box 126530,United Arab Emirates,United Arab Emirates,"Office 8, Sheikh Rashid Building, Sheikh Zayed Road, DubaiP.O. Box 126530, United Arab Emirates",https://dealmiddleeastshow.com/,,South Exhibit Halls S3-S23 — S1235,S1235,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10597,2026-04-28T15:26:42
10611,DECOLED s.r.o.,Fráni Šrámka 2622/18,Prague150 00,Czech Republic,Czech Republic,"Fráni Šrámka 2622/18, Prague150 00, Czech Republic",,,North Exhibit Halls N19-N23 — N4734 | South Exhibit Halls S3-S23 — S3445,N4734 | S3445,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10611,2026-04-28T15:26:42
695,Delta Strike International Ltd.,"Level 1, 370 Colombo Street",SydenhamChristchurch 8025,New Zealand,New Zealand,"Level 1, 370 Colombo Street, SydenhamChristchurch 8025, New Zealand",http://www.deltastrike.com,,South Exhibit Halls S3-S23 — S2012,S2012,,Hi-Tech Equipment & Services > Laser/Special Effects | Participatory Play Equipment > Laser Tag,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=695,2026-04-28T15:26:41
1792,DELTRAIN,"Rua do Pinheiro, Maçã",Sesimbra2970-516,Portugal,Portugal,"Rua do Pinheiro, Maçã, Sesimbra2970-516, Portugal",http://www.deltrain.com,,South Exhibit Halls S3-S23 — S1311,S1311,,People-Moving Equipment > Trains/Trams/Trolleys,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1792,2026-04-28T15:26:41
10603,Dennypay UAB,Ulonu str. 5,Vilnius08459,Lithuania,Lithuania,"Ulonu str. 5, Vilnius08459, Lithuania",https://dennypay.com,,South Exhibit Halls S3-S23 — S1343,S1343,,Computer Systems/Software > Web-Based Services,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10603,2026-04-28T15:26:41
10554,Department for Business and Trade,Old Admiralty Building,LondonSW1A 2DY,United Kingdom,United Kingdom,"Old Admiralty Building, LondonSW1A 2DY, United Kingdom",,,South Exhibit Halls S3-S23 — S1040,S1040,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10554,2026-04-28T15:26:41
10607,Detail Creations,Achterschaijkstraat 16,Berghem5351 NB,Netherlands,Netherlands,"Achterschaijkstraat 16, Berghem5351 NB, Netherlands",http://www.detailcreations.nl,,South Exhibit Halls S3-S23 — S3731,S3731,,Displays & Sets > Scenery & Sets | Displays & Sets > Signs | Displays & Sets > Still Figures | Hi-Tech Equipment & Services > Animatronics,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10607,2026-04-28T15:26:42
10728,Dewesoft UK Ltd,14 Doolittle Mill,Froghall Road,AmpthillBedfordshire MK45 2ND,United Kingdom,"14 Doolittle Mill, Froghall Road, AmpthillBedfordshire MK45 2ND, United Kingdom",http://www.dewesoft.com,,South Exhibit Halls S3-S23 — S2731,S2731,,Consultants > Engineering | Consultants > Ride Testing/Inspection | Facility & Grounds > Maintenance/Electrical Equipment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10728,2026-04-28T15:26:42
5994,DFX,465 Taunton Ave Suite 108,West BerlinNew Jersey  08091,United States,United States,"465 Taunton Ave Suite 108, West BerlinNew Jersey  08091, United States",,,South Exhibit Halls S3-S23 — TT001,South Exhibit Halls S3-S23 — TT001,,Security Equipment > Services | Theatrical Equipment & Supplies > Audio/Visual | Theatrical Equipment & Supplies > Lighting | Theatrical Equipment & Supplies > Sound Systems,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5994,2026-04-28T15:26:41
3661,DIERESIN SRL,"Via Crocette, 10",SonaVR  37060,Italy,Italy,"Via Crocette, 10, SonaVR  37060, Italy",http://www.dieresin.com,,South Exhibit Halls S3-S23 — S1744,S1744,,Construction > Waterparks,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3661,2026-04-28T15:26:41
639,DIGITAL CENTRE,"Dr. Ferran, 27-29 Manresa",Manresa. BARCELONA08243,Spain,Spain,"Dr. Ferran, 27-29 Manresa, Manresa. BARCELONA08243, Spain",http://www.DIGITAL-CENTRE.com,,South Exhibit Halls S3-S23 — S4116,S4116,,Photographic > Photo Booths,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=639,2026-04-28T15:26:42
10757,DigiTickets,"Sentio House, Pynes Hill",ExeterDevon EX2 5AZ,United Kingdom,United Kingdom,"Sentio House, Pynes Hill, ExeterDevon EX2 5AZ, United Kingdom",http://www.digitickets.co.uk,,North Exhibit Halls N19-N23 — N4717,N4717,,Computer Systems/Software > Point of Sale | Computer Systems/Software > Software | Computer Systems/Software > Web-Based Services,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10757,2026-04-28T15:27:20
